,Title,Published_date,Views,Likes,Comments
1096,Circular Linked Lists: Operations in C Language,2020-08-20T11:20:59Z,178476,6645,374
1097,C Program To Print Star Pattern - 4,2020-08-19T12:42:52Z,21528,964,253
1098,"Moving Lamborghini Car Animation Using Pure HTML, CSS & JavaScript 🔥🔥",2020-08-18T16:21:00Z,279315,9282,808
1099,Circular Linked List and Operations in Data Structures (With Notes),2020-08-18T10:23:35Z,229756,9625,1090
1100,C Program To Print Star Pattern - 3,2020-08-17T18:16:26Z,40187,1430,182
1101,Creating a Rest API Using Flask and Jsonify in Python,2020-08-17T11:10:31Z,167325,3989,373
1102,"I Created an Analog Clock Using Pure HTML, CSS and JavaScript",2020-08-16T16:58:02Z,358110,10858,1225
1103,"Delete a Node from Linked List (C Code For Deletion From Beginning, End, Specified Position & Key)",2020-08-16T09:33:58Z,208641,7664,413
1104,C Program To Print Star Pattern - 2,2020-08-15T17:42:17Z,50482,1829,163
1105,Deletion in a Linked List | Deleting a node from Linked List Data Structure,2020-08-15T10:07:44Z,240303,8025,239
1106,C Program To Print Prime Numbers In A Given Range,2020-08-14T15:14:45Z,86762,2311,260
1107,Insertion in a Linked List in C Language,2020-08-14T09:08:07Z,389091,9756,555
1108,C Program to Reverse a String,2020-08-13T17:33:46Z,59620,1514,150
1109,Insertion of a Node in a Linked List Data Structure,2020-08-13T08:53:06Z,445067,12272,684
1110,Python Program to Check Armstrong Number,2020-08-12T15:30:53Z,64818,1967,253
1111,Linked List Data Structure: Creation and Traversal in C Language,2020-08-12T07:36:02Z,673025,18301,687
1112,C Program to Print Star Pattern - 1,2020-08-11T14:30:08Z,138459,4218,347
1113,Introduction to Linked List in Data Structures (With Notes),2020-08-11T09:13:37Z,848069,26875,768
1114,C Program to Calculate Factorial of a Number,2020-08-10T14:30:02Z,54673,1660,197
1115,Linear Vs Binary Search + Code in C Language (With Notes),2020-08-10T05:53:33Z,463178,13737,769
1116,C Program to Reverse a Number,2020-08-09T14:26:28Z,66324,2342,308
1117,Coding Deletion Operation in Array Using C Language (With Notes),2020-08-09T06:02:27Z,207224,7161,382
1118,I Created a Binod Detector In Python 🔥🔥,2020-08-08T15:55:06Z,81328,5385,4934
1119,Coding Insertion Operation in Array in Data Structures in C language,2020-08-08T04:30:04Z,349762,9092,506
1120,C Program to Find Prime Number,2020-08-07T14:30:01Z,103695,2955,336
1121,"Operations on Arrays in Data Structures: Traversal, Insertion, Deletion and Searching",2020-08-07T04:30:03Z,480873,14303,1099
1122,C Program to Find Largest Element in an Array,2020-08-06T14:30:02Z,79602,2010,214
1123,Implementing Array as an Abstract Data Type in C Language,2020-08-06T04:30:01Z,376358,11038,754
1124,C Program to Convert Decimal Number to Binary Number,2020-08-05T14:30:03Z,101639,2931,382
1125,Array as An Abstract Data Type in Data Structures(With Notes),2020-08-05T07:39:31Z,386280,16572,451
1126,C Program to Find Sum Of First n Natural Numbers in O(1),2020-08-04T14:30:01Z,62009,2056,205
1127,Arrays and Abstract Data Type in Data Structure (With Notes),2020-08-04T09:16:23Z,616925,20099,609
1128,C Program to Generate Multiplication Table of a Given Number,2020-08-03T13:43:29Z,217056,5719,590
1129,How to Calculate Time Complexity of an Algorithm + Solved Questions (With Notes),2020-08-03T04:58:35Z,802416,24888,965
1130,"Best Case, Worst Case and Average Case Analysis of an Algorithm (With Notes)",2020-08-02T07:35:48Z,584507,24483,1354
1131,"Asymptotic Notations: Big O, Big Omega and Big Theta Explained (With Notes)",2020-08-01T08:35:29Z,862781,31300,1111
1132,Time Complexity and Big O Notation (with notes),2020-07-31T10:11:32Z,1423863,47631,1802
1133,Introduction to Data Structures & Algorithms,2020-07-30T16:44:15Z,4055417,103847,5286
1134,I Coded 5 Languages on this 3000 ₹ Computer - Can Programmers code using Raspberry Pi 4?,2020-07-29T11:57:26Z,277569,11752,1562
1135,C Language Tutorial For Beginners In Hindi (With Notes) 🔥,2020-07-28T11:30:03Z,15866781,388215,73411
1136,Everyone Should Learn This Programming Language🔥🔥,2020-07-25T16:15:38Z,98598,11886,3455
1137,File I/O in C++: Reading and Writing Files | C++ Tutorials for Beginners #60,2020-07-24T12:05:32Z,236836,8255,371
1138,5 Effective Tips to learn Python fast!,2020-07-22T16:22:31Z,955433,51566,2698
1139,J.A.R.V.I.S Desktop Assistant Project Summary - in 5 minutes!,2020-07-21T07:40:11Z,85223,5069,799
1140,File I/O in C++: Working with Files | C++ Tutorials for Beginners #59,2020-07-20T14:21:03Z,206967,8107,1139
1141,Should You Learn C++?,2020-07-19T06:38:23Z,525805,26938,1840
1142,Abstract Base Class & Pure Virtual Functions in C++ | C++ Tutorials for Beginners #58,2020-07-18T14:24:20Z,151129,8299,294
1143,Which Python Version To Use While Learning Python?,2020-07-17T10:40:41Z,23171,1404,453
1144,Virtual Functions Example + Creation Rules in C++ | C++ Tutorials for Beginners #57,2020-07-15T15:01:33Z,142563,6912,814
1145,JupyterLab Tutorial🔥🔥,2020-07-14T14:44:10Z,32328,1228,304
1146,5 Best IDEs to use - Which one to use when?,2020-07-13T13:13:31Z,311295,12874,1613
1147,Using protected Access Modifier in PHP Inheritance | PHP Tutorial #82,2020-07-12T15:06:34Z,30156,1454,319
1148,Virtual Functions in C++ | C++ Tutorials for Beginners #56,2020-07-11T07:37:26Z,247586,7624,351
1149,Pointers to Derived Classes in C++ | C++ Tutorials for Beginners #55,2020-07-10T04:18:11Z,160778,6333,487
1150,Polymorphism in C++ | C++ Tutorials for Beginners #54,2020-07-09T02:49:39Z,249549,9158,408
1151,One Effective Trick to Learn Coding Fast,2020-07-07T15:05:12Z,1960380,116303,4462
1152,Inheritance in PHP: A Helpful & Illustrative Guide | PHP Tutorial #81,2020-07-06T10:38:03Z,21334,855,173
1153,Access Modifiers in Php | PHP Tutorial #80,2020-07-05T08:03:33Z,19129,856,119
1154,__destruct() function in Php | PHP Tutorial #79,2020-07-04T14:21:41Z,16741,797,229
1155,PHP Constructor: Understanding __construct() function in Php | PHP Tutorial #78,2020-07-03T09:57:07Z,26434,1064,177
1156,Understanding Classes and Objects Using GTA Vice City and PubG | PHP Tutorial #77,2020-07-01T16:26:19Z,62676,2456,285
1157,Introduction to Object Oriented Programming in PHP | PHP Tutorial #76,2020-06-30T15:22:12Z,67187,1848,233
1158,Hosting Multiple php Websites on a Single 5$ Server | PHP Tutorial #75,2020-06-29T05:29:59Z,16308,852,274
1159,Automating Filezilla FTP Client login | PHP Tutorial #74,2020-06-28T14:30:16Z,11428,455,100
1160,Installing Filezilla FTP Client for Transferring Files to the server | PHP Tutorial #73,2020-06-26T02:30:05Z,63211,1166,220
1161,Installing phpMyAdmin for Setting Up Database on a Remote Server | PHP Tutorial #72,2020-06-25T02:30:01Z,15744,609,146
1162,Installing Apache2 & MySQL on Ubuntu for PHP Hosting | PHP Tutorial #71,2020-06-24T08:59:28Z,21139,998,205
1163,"Whats new in Bootstrap 5? Preview, Features & Impact! 🔥🔥",2020-06-23T13:02:12Z,63848,4037,1895
1164,Managing Multiple Virtual Private Servers for PHP Hosting | PHP Tutorial #70,2020-06-23T06:37:18Z,20585,1008,116
1165,Hosting our PHP Website on a Server | PHP Tutorial #69,2020-06-22T12:15:02Z,96896,2896,277
1166,this Pointer in C++ | C++ Tutorials for Beginners #53,2020-06-22T06:40:56Z,172259,6483,256
1167,Further Modifications to iDiscuss Forum Project | PHP Tutorial #68,2020-06-21T14:37:19Z,15612,796,134
1168,Array of Objects Using Pointers in C++ | C++ Tutorials for Beginners #52,2020-06-21T08:47:17Z,129895,6897,407
1169,What is Serverless Computing? (In Hindi),2020-06-20T13:49:23Z,34667,2532,534
1170,Creating Logic for Pulling Search Results From the Database | PHP Tutorial #67,2020-06-20T03:30:00Z,21268,881,107
1171,How Much Python Do You Need To Learn Before Django?,2020-06-19T11:30:02Z,169471,9930,593
1172,Pointers to Objects and Arrow Operator in CPP | C++ Tutorials for Beginners #51,2020-06-19T07:10:57Z,153660,6858,179
1173,Creating a Template for Displaying Search Results | PHP Tutorial #66,2020-06-19T04:26:06Z,35414,1182,137
1174,Which Programming Language to Learn First?,2020-06-18T09:22:43Z,1140843,62634,3704
1175,8 Programming Languages in ONLY 10 minutes!,2020-06-17T11:55:11Z,69171,6073,688
1176,Revisiting Pointers: new and delete Keywords in CPP | C++ Tutorials for Beginners #50,2020-06-17T06:26:30Z,162927,6641,240
1177,How to Learn To Code From Zero and Get a Coding Job,2020-06-16T11:30:06Z,1036009,56932,2832
1178,Displaying Header Categories Dynamically from the Database | PHP Tutorial #65,2020-06-16T02:30:10Z,17952,765,105
1179,Website on WordPress Vs HTML CSS & JavaScript,2020-06-15T11:03:22Z,520420,27635,1905
1180,Saving PHP Website From a Potential XSS Attack | PHP Tutorial #64,2020-06-15T05:30:02Z,26048,1283,164
1181,How To Make a WordPress Website | Wordpress Tutorial for Beginners | Elementor Tutorial In Hindi,2020-06-14T11:51:51Z,4630866,127690,13974
1182,Adding User Email with Comments and Posts | PHP Tutorial #63,2020-06-14T02:30:00Z,21333,877,166
1183,Restricting Posting and Commenting Activities to Logged in Users Only | PHP Tutorial #62,2020-06-13T02:30:00Z,18117,915,139
1184,Creating Logout Functionality + Other Header Fixes | PHP Tutorial #61,2020-06-12T11:28:46Z,18477,827,112
1185,Creating Login Handler & Header for Logged in User | PHP Tutorial #60,2020-06-10T11:30:00Z,29729,906,184
1186,How To Write a Resume That Gets You a Job,2020-06-10T11:08:10Z,445133,25935,1361
1187,Creating Users Table and Signup Form For User Login | PHP Tutorial #59,2020-06-09T02:34:28Z,31232,1022,158
1188,Fastest Way To Become a Software Developer,2020-06-07T09:11:25Z,3654594,155292,11708
1189,C# Tutorial In Hindi,2020-06-06T04:44:57Z,1398466,38395,3460
1190,Adding Comments to Threads Using HTML Form | PHP Tutorial #58,2020-06-05T13:37:34Z,20535,856,106
1191,Initialization list in Constructors in Cpp | C++ Tutorials for Beginners #49,2020-06-05T02:30:01Z,104713,6121,264
1192,Creating a Database to Store Comments | PHP Tutorial #57,2020-06-04T12:38:18Z,23936,1261,105
1193,Code Example: Constructors in Derived Class in Cpp | C++ Tutorials for Beginners #48,2020-06-04T02:30:07Z,111674,5944,1117
1194,Adding Questions to Our iDiscuss Forum Database | PHP Tutorial #56,2020-06-03T12:26:49Z,22994,995,179
1195,Solution to Exercise on Cpp Inheritance | C++ Tutorials for Beginners #47,2020-06-03T06:00:10Z,83723,3480,158
1196,Generate Data Science/Data Analysis Report of your DataSet in 5 Minutes,2020-06-02T15:07:08Z,165714,7302,667
1197,Constructors in Derived Class in C++ | C++ Tutorials for Beginners #46,2020-06-02T02:30:02Z,140702,6285,169
1198,Creating a Form for Forum Threads & Comments | PHP Tutorial #55,2020-06-01T15:06:19Z,26810,944,108
1199,Code Example Demonstrating Virtual Base Class in C++ | C++ Tutorials for Beginners #45,2020-06-01T02:30:04Z,135627,6849,384
1200,How to run Python on Android Phones,2020-05-30T16:50:48Z,475822,23386,2949
1201,Virtual Base Class in C++ | C++ Tutorials for Beginners #44,2020-05-30T08:23:33Z,164185,9015,265
1202,PHP Forum Project: Creating a Page for Forum Threads & Comments | PHP Tutorial #54,2020-05-29T16:30:06Z,28489,1026,135
1203,How To Make a Website in 5 Minutes,2020-05-28T11:46:40Z,2623530,145158,6897
1204,PHP Forum Project: Creating A Table To Store Forum Threads | PHP Tutorial #53,2020-05-28T05:30:01Z,26723,1002,140
1205,"Create a Responsive Website Using HTML, CSS & JavaScript in Hindi",2020-05-27T07:28:25Z,1596039,44219,4549
1206,PHP Forum Project: Listing Threads from Each Category | PHP Tutorial #52,2020-05-27T02:30:01Z,28757,1184,91
1207,Ambiguity Resolution in Inheritance in C++ | C++ Tutorials for Beginners #43,2020-05-26T11:30:04Z,132430,6556,317
1208,PHP Forum Project: Creating a Page For Listing Threads From A Category | PHP Tutorial #51,2020-05-26T03:30:03Z,32280,996,75
1209,I Created a Realtime Chat Application Using NodeJs and SocketIO,2020-05-25T08:46:14Z,789108,21086,3708
1210,Exercise on C++ Inheritance | C++ Tutorials for Beginners #42,2020-05-25T03:30:00Z,101386,5270,545
1211,How I Secure My Passwords Using Python,2020-05-24T16:43:24Z,31969,1265,252
1212,PHP Forum Project: Pulling Categories From the Database | PHP Tutorial #50,2020-05-24T11:30:00Z,37089,1166,97
1213,Multiple Inheritance Deep Dive with Code Example in C++ | C++ Tutorials for Beginners #41,2020-05-24T02:30:02Z,127017,7103,265
1214,"PHP Forum Project: Adding Login Modals, About & Contact Pages | PHP Tutorial #49",2020-05-23T14:55:35Z,41323,1241,119
1215,PHP Forum Project: Creating Category Table & Designing Layout | PHP Tutorial #48,2020-05-22T15:29:24Z,45632,1902,99
1216,Multilevel Inheritance Deep Dive with Code Example in C++ | C++ Tutorials for Beginners #40,2020-05-21T17:20:41Z,147838,7693,387
1217,PHP Project:Creating An Online Forum In php From Scratch | PHP Tutorial #47,2020-05-21T09:39:16Z,72259,2508,185
1218,PHP Login System Tutorial: password_hash() and password_verify() in php | PHP Tutorial #46,2020-05-20T02:30:00Z,52562,1793,193
1219,Protected Access Modifier in C++ | C++ Tutorials for Beginners #39,2020-05-19T17:21:14Z,133282,6165,146
1220,PHP Login System Tutorial: Password Hashing | PHP Tutorial #45,2020-05-19T03:33:58Z,39975,1798,146
1221,I Created an Automatic Birthday Wisher To Auto-Wish Friends In Python,2020-05-17T13:49:56Z,97053,4230,803
1222,JavaScript Tutorial In Hindi,2020-05-16T17:57:42Z,5850351,179081,23324
1223,PHP Login System Tutorial: Adding Logout Functionality | PHP Tutorial #44,2020-05-15T11:30:02Z,47567,1948,135
1224,Single Inheritance Deep Dive: Examples + Code | C++ Tutorials for Beginners #38,2020-05-15T02:30:02Z,176451,9007,490
1225,PHP Login System Tutorial: Adding UNIQUE constraint to username | PHP Tutorial #43,2020-05-14T11:30:02Z,54458,2391,129
1226,Inheritance Syntax & Visibility Mode in C++ | C++ Tutorials for Beginners #37,2020-05-14T09:00:35Z,232718,8799,303
1227,PHP Login System Tutorial: Creating Login Page & Script in PHP | PHP Tutorial #42,2020-05-13T14:27:46Z,92206,2969,188
1228,Inheritance & Its Different Types with Examples in C++ | C++ Tutorials for Beginners #36,2020-05-13T11:04:17Z,363282,15765,522
1229,PHP Login System Tutorial: Creating Tables and SignUp Form | PHP Tutorial #41,2020-05-13T04:38:52Z,138842,3334,265
1230,PHP Login System Tutorial: Creating a Login + Registration System in PHP | PHP Tutorial #40,2020-05-12T16:03:10Z,301681,7681,231
1231,PHP Sessions: $_SESSION & Starting a Session in PHP | PHP Tutorial #39,2020-05-12T06:30:14Z,130581,3934,174
1232,I Created a Password Generator using Python,2020-05-11T14:33:28Z,81194,3129,405
1233,Setting Cookies & $_COOKIE super global in PHP in Hindi | PHP Tutorial #38,2020-05-11T09:10:42Z,100845,3370,130
1234,Writing and Appending to Files in PHP in Hindi | PHP Tutorial #37,2020-05-11T05:25:01Z,32608,1359,98
1235,I Created a Drink Water Notification Reminder App in Python,2020-05-10T16:08:29Z,152967,5658,509
1236,"fgetc(), & fgets() in PHP in Hindi | PHP Tutorial #36",2020-05-10T13:58:14Z,32084,1503,262
1237,Data Preprocessing in Python,2020-05-10T02:30:05Z,30061,805,75
1238,"fopen(), fread() & fclose() in PHP in Hindi | PHP Tutorial #35",2020-05-09T15:49:47Z,50348,1757,108
1239,Working with Files: File I/O in PHP in Hindi | PHP Tutorial #34,2020-05-09T13:23:15Z,62766,2581,210
1240,Include and Require in PHP in Hindi | PHP Tutorial #33,2020-05-08T16:44:32Z,48479,1867,121
1241,Bootstrap Tutorial In Hindi,2020-05-07T17:02:15Z,1576444,46366,5065
1242,"Php CRUD Operations Tutorial Using MySQLi in Hindi - Select, Insert, Update, Delete|PHP Tutorial #32",2020-05-07T02:30:04Z,249323,5292,973
1243,Deleting Records in PHP & Limit Clause in Hindi | PHP Tutorial #31,2020-05-06T02:30:05Z,46702,1964,176
1244,"Adding ""Post Views"" (View Counter) to iCoder Django 3 Blog|  Python Django Tutorials In Hindi #101",2020-05-05T12:03:25Z,40154,877,330
1245,Updating Records in PHP & Where Clause in Hindi | PHP Tutorial #30,2020-05-05T02:30:00Z,72729,2153,125
1246,Integrating TinyMCE Editor in Django Admin | Python Django Tutorials In Hindi #100,2020-05-04T15:40:20Z,19269,475,143
1247,Selecting and Displaying Data From MySQL Using MySQLi in Hindi | PHP Tutorial #29,2020-05-04T12:01:58Z,128012,3373,183
1248,Creating a Bootstrap Form and Saving Data Into MySQL DataBase Using MySQLi  | PHP Tutorial #28,2020-05-04T06:22:16Z,125464,3167,256
1249,I Automated The Chrome Dinosaur Game Using Python 🔥,2020-05-03T09:25:47Z,302595,14372,3059
1250,I Created an Automatic Folder Cleaner in Python,2020-05-02T05:26:01Z,38922,1683,284
1251,Insert Data Into MySQL Using MySQLi using php | PHP Tutorial #27,2020-05-02T02:30:01Z,138664,4006,648
1252,Using TinyMCE Editor For Editing Blog Post Content | Python Django Tutorials In Hindi #99,2020-05-01T16:16:03Z,17929,435,79
1253,Creating a Table in MySQL using php | PHP Tutorial #26,2020-05-01T02:30:02Z,137212,4920,482
1254,Transparent Login Form using HTML and CSS | Web Development Tutorials #101,2020-04-30T17:45:45Z,220499,5377,412
1255,Creating a MySQL Database using php | PHP Tutorial #25,2020-04-30T10:13:34Z,179530,7681,191
1256,Connecting to MySQL Database from Php Script | PHP Tutorial #24,2020-04-30T06:15:00Z,336279,7607,832
1257,Django 3 Blog: Rendering HTML inside the Blog Post | Python Django Tutorials In Hindi #98,2020-04-30T04:15:47Z,11405,322,58
1258,phpMyAdmin Tutorial: Creating Database & Tables | PHP Tutorial #23,2020-04-29T14:17:03Z,231433,4800,147
1259,Django 3 Blog: Designing Replies Below Comments & Other Fixes | Python Django Tutorials In Hindi #97,2020-04-29T06:23:04Z,8944,320,73
1260,Using RDBMS & SQL With php | PHP Tutorial #22,2020-04-29T02:30:05Z,119156,3702,217
1261,PHP Forms Tutorial: GET & POST Requests in php | PHP Tutorial #21,2020-04-28T02:21:27Z,211603,4222,199
1262,Django 3 Blog: Displaying Replies Below Corresponding Comment | Python Django Tutorials In Hindi #96,2020-04-27T02:30:00Z,10467,394,88
1263,"Scope, Local & Global Variables in Php | PHP Tutorial #20",2020-04-26T15:03:17Z,74577,2645,153
1264,Django 3 Blog: Adding Replies to Comments on Our Blog | Python Django Tutorials In Hindi #95,2020-04-26T02:30:00Z,14806,387,68
1265,Django 3 Blog: Restricting Comment Posting to Logged in User | Python Django Tutorials In Hindi #94,2020-04-25T14:41:38Z,10153,430,73
1266,Multi-Dimensional Arrays in Php | PHP Tutorial #19,2020-04-25T10:11:39Z,79608,2970,220
1267,Associative Arrays in Php | PHP Tutorial #18,2020-04-24T08:19:54Z,87273,2715,167
1268,Date Function: Handling Dates in Php | PHP Tutorial #17,2020-04-23T08:59:42Z,78744,2657,212
1269,Functions in Php | PHP Tutorial #16,2020-04-22T06:23:03Z,109782,2915,201
1270,Django 3 Blog: Rendering Blog Comments on Our Template | Python Django Tutorials In Hindi #93,2020-04-21T11:30:17Z,11143,378,92
1271,foreach Loops in php | PHP Tutorial #15,2020-04-21T02:30:02Z,76335,2604,83
1272,Django 3 Blog: Creating APIs for Posting Comments on Blog | Python Django Tutorials In Hindi #92,2020-04-20T11:30:13Z,24457,511,89
1273,do-While Loops in php | PHP Tutorial #14,2020-04-20T02:30:04Z,59363,3034,513
1274,"Django 3 Blog: Creating Comment Model, Template & Migrations | Python Django Tutorials In Hindi #91",2020-04-19T16:17:32Z,14896,473,72
1275,For Loops in php | PHP Tutorial #13,2020-04-19T04:30:02Z,72599,2332,95
1276,Git Tutorial: How to Upload your Projects to Git & GitHub | Web Development Tutorials #100,2020-04-18T18:15:43Z,587065,20046,3681
1277,While Loops in php | PHP Tutorial #12,2020-04-18T14:26:56Z,78225,2739,135
1278,Get a Free https SSL Certificate For Your Domain on Ubuntu VPS | Web Development Tutorials #99,2020-04-18T09:39:08Z,66767,1979,242
1279,Switch Case Statements in php | PHP Tutorial #11,2020-04-16T11:30:13Z,78446,3436,379
1280,If Else Conditionals in Php | PHP Tutorial #10,2020-04-15T15:55:57Z,98983,3402,239
1281,Operators in Php | PHP Tutorial #9,2020-04-15T02:30:05Z,117015,3139,115
1282,String Functions in Php | PHP Tutorial #8,2020-04-14T02:30:04Z,136032,3771,127
1283,Installing MongoDb & Hosting our Dance Website on Ubuntu VPS | Web Development Tutorials #98,2020-04-13T15:21:07Z,56639,1607,166
1284,Django 3 Blog: Creating Blog Comments in Django | Python Django Tutorials In Hindi #90,2020-04-13T06:15:28Z,17574,622,132
1285,Data Types in Php | PHP Tutorial #7,2020-04-13T02:30:00Z,137205,4197,104
1286,Rules for Creating Variables in Php | PHP Tutorial #6,2020-04-12T11:30:05Z,126457,4186,167
1287,Php Variables | PHP Tutorial #5,2020-04-12T02:30:02Z,170011,4528,186
1288,Php Comments & Using Php with Bootstrap | PHP Tutorial #4,2020-04-11T08:59:52Z,208613,5211,185
1289,"Web Development 101: How HTML, CSS, JavaScript & PHP Work Together | PHP Tutorial #3",2020-04-10T15:34:56Z,294796,7123,158
1290,Creating Our First PHP Website | PHP Tutorial #2,2020-04-10T13:24:13Z,535393,11094,570
1291,"Installing XAMPP, VS Code + Environment Setup | PHP Tutorial #1",2020-04-10T10:08:01Z,1006030,19510,2953
1292,Hosting Tutorial: Deploy NodeJs Apps in Production on Linux VPS | Web Development Tutorials#97,2020-04-09T17:18:42Z,72065,1762,198
1293,Hosting Tutorial: Host Multiple Websites On One Single Hosting Server | Web Development Tutorials#96,2020-04-08T15:04:41Z,98791,4041,288
1294,Hosting Tutorial: Linking Domain to the Web Hosting Server | Web Development Tutorials #95,2020-04-06T17:34:03Z,57719,2213,242
1295,Hosting Tutorial: Using Filezilla & WinSCP to upload Files | Web Development Tutorials #94,2020-04-06T12:43:11Z,40049,1275,136
1296,Hosting Tutorial: CoronaVirus Information Website With Hosting | Web Development Tutorials #93,2020-04-05T02:30:00Z,70628,1912,354
1297,Hosting Tutorial: Installing Apache2 Web Server on a VPS | Web Development Tutorials #92,2020-04-04T14:48:47Z,56070,1864,161
1298,Hosting Tutorial: Installing Putty + Basic Linux Commands | Web Development Tutorials #91,2020-04-04T12:01:36Z,92327,2350,142
1299,Hosting Tutorial: Creating Our First VPS | Web Development Tutorials #90,2020-04-04T06:53:22Z,93059,2825,360
1300,Destructor in C++ in Hindi | C++ Tutorials for Beginners #35,2020-04-04T05:30:12Z,185129,7438,200
1301,Hosting Tutorial: Where to Host your Website? | Web Development Tutorials #89,2020-04-03T14:05:32Z,169081,6240,363
1302,Backend Tutorial: Saving Data To The Database Using Pug + NodeJs | Web Development Tutorials #88,2020-04-03T09:25:39Z,119079,3626,627
1303,Django Tutorial In Hindi,2020-04-01T11:24:45Z,1498065,35236,5807
1304,Plotting CoronaVirus Cases On World Map - Interactive Dashboard Using JavaScript & MapBox,2020-03-27T12:19:56Z,170660,4815,932
1305,Copy Constructor in C++ | C++ Tutorials for Beginners #34,2020-03-27T07:06:43Z,241672,12293,522
1306,MongoDb Tutorial: Using Mongoose in NodeJs | Web Development Tutorials #86,2020-03-26T16:09:53Z,108794,3410,312
1307,Covid -19: Creating a Realtime CoronaVirus Outbreak Notification System Using Python Programming,2020-03-22T13:34:48Z,110930,2697,620
1308,CoronaVirus: Python Programming Solution to the Problem,2020-03-20T07:57:02Z,137951,5533,753
1309,Dynamic Initialization of Objects Using Constructors | C++ Tutorials for Beginners #33,2020-03-18T07:28:46Z,200890,9723,265
1310,Constructors With Default Arguments In C++ | C++ Tutorials for Beginners #32,2020-03-14T07:35:09Z,142835,9384,223
1311,Constructor Overloading In C++ | C++ Tutorials for Beginners #31,2020-03-12T05:55:41Z,177222,6302,140
1312,Parameterized and Default Constructors In C++ | C++ Tutorials for Beginners #30,2020-03-11T12:32:35Z,226794,7319,849
1313,Constructors In C++ | C++ Tutorials for Beginners #29,2020-03-11T06:57:46Z,400436,11695,278
1314,More on C++ Friend Functions (Examples & Explanation) | C++ Tutorials for Beginners #28,2020-03-09T16:48:56Z,184456,7188,654
1315,Friend Classes & Member Friend Functions in C++ | C++ Tutorials for Beginners #27,2020-03-08T17:09:08Z,283738,9399,410
1316,MongoDb Tutorial: MongoDb Compass & Installing Mongoose | Web Development Tutorials #85,2020-03-07T15:50:48Z,98603,3624,286
1317,Friend Functions in C++ | C++ Tutorials for Beginners #26,2020-03-07T07:27:31Z,409316,15605,1384
1318,MongoDb Tutorial: Updating data from the Mongo Database | Web Development Tutorials #84,2020-03-06T17:15:32Z,64084,3512,116
1319,MongoDb Tutorial: Deleting data from the Mongo Database | Web Development Tutorials #83,2020-03-05T06:52:14Z,60166,3238,364
1320,MongoDb Tutorial: Searching/Querying data from the Mongo Database | Web Development Tutorials #82,2020-03-04T15:44:45Z,76320,3220,111
1321,MongoDb Tutorial: Inserting data into the Mongo Database | Web Development Tutorials #81,2020-03-04T07:50:15Z,116120,4190,346
1322,Array of Objects & Passing Objects as Function Arguments in C++ | C++ Tutorials for Beginners #25,2020-03-03T05:37:52Z,297754,9959,318
1323,Static Data Members & Methods in C++ OOPS | C++ Tutorials for Beginners #24,2020-03-02T12:00:05Z,382423,10331,272
1324,C++ Objects Memory Allocation & using Arrays in Classes | C++ Tutorials for Beginners #23,2020-03-01T17:48:26Z,379003,11129,430
1325,OOPs Recap & Nesting of Member Functions in C++ | C++ Tutorials for Beginners #22,2020-03-01T12:08:00Z,470826,13371,897
1326,MongoDb Tutorial: Introduction to MongoDb + Installation | Web Development Tutorials #80,2020-03-01T06:39:13Z,199118,6257,439
1327,Backend Tutorial: Adding a Contact Form using Pug + NodeJs | Web Development Tutorials #79,2020-02-29T14:18:49Z,128602,4072,411
1328,Backend Tutorial: Adding Sponsor Section using Pug + NodeJs | Web Development Tutorials #78,2020-02-29T07:00:33Z,76215,2923,94
1329,Backend Tutorial: Continuing Dance Website using Pug + NodeJs | Web Development Tutorials #77,2020-02-28T06:36:47Z,89060,3016,175
1330,Backend Tutorial: Designing Cards Using Pure Pug + NodeJs | Web Development Tutorials #76,2020-02-27T11:30:07Z,87955,2887,91
1331,Backend Tutorial: Dance Website Using Pure Pug + NodeJs | Web Development Tutorials #75,2020-02-26T06:18:43Z,172770,4311,566
1332,Backend Tutorial: Finishing Off NodeJs Backend of our Gym Website | Web Development Tutorials #74,2020-02-25T05:24:55Z,136164,4584,423
1333,Backend Tutorial: Using raw HTML in Pug template engine | Web Development Tutorials #73,2020-02-24T02:30:01Z,167841,4449,400
1334,Backend Tutorial: Static Files & Installing Pug template engine | Web Development Tutorials #72,2020-02-23T08:00:07Z,164440,6293,1074
1335,Backend Tutorial: Writing our first Express App | Web Development Tutorials #71,2020-02-22T06:25:50Z,183986,5735,481
1336,Backend Tutorial: Installing Express and Postman | Web Development Tutorials #70,2020-02-20T05:53:36Z,179615,6668,484
1337,Backend Tutorial: npm: The Node Package Manager Tutorial | Web Development Tutorials #69,2020-02-17T03:30:40Z,178665,7491,764
1338,Backend Tutorial: Creating Custom Modules in Node Using NodeJs | Web Development Tutorials #68,2020-02-16T07:34:36Z,168601,7047,284
1339,Backend Tutorial: Creating a Custom Backend Using NodeJs | Web Development Tutorials #67,2020-02-14T11:45:00Z,286856,8972,2075
1340,Backend Tutorial: Serving HTML Files using NodeJs | Web Development Tutorials #66,2020-02-14T04:58:46Z,202089,6812,364
1341,Backend Tutorial: Blocking vs Non-Blocking execution | Web Development Tutorials #65,2020-02-13T02:05:46Z,218841,8805,248
1342,Backend Tutorial: Node.Js Modules with Examples | Web Development Tutorials #64,2020-02-12T05:05:29Z,297898,8697,554
